Time,Interval Start,Interval End,QSE,DME,Load Resource Name,Multi-Hour Block Flag,BLOCK INDICATOR1,PRICE1 RRSPFR,PRICE1 RRSFFR,PRICE1 RRSUFR,PRICE1 ECRS,PRICE1 OFFEC,PRICE1 ONLINE NONSPIN,PRICE1 REGUP,PRICE1 REGDOWN,PRICE1 OFFLINE NONSPIN,QUANTITY MW1,BLOCK INDICATOR2,PRICE2 RRSPFR,PRICE2 RRSFFR,PRICE2 RRSUFR,PRICE2 ECRS,PRICE2 OFFEC,PRICE2 ONLINE NONSPIN,PRICE2 REGUP,PRICE2 REGDOWN,PRICE2 OFFLINE NONSPIN,QUANTITY MW2,BLOCK INDICATOR3,PRICE3 RRSPFR,PRICE3 RRSFFR,PRICE3 RRSUFR,PRICE3 ECRS,PRICE3 OFFEC,PRICE3 ONLINE NONSPIN,PRICE3 REGUP,PRICE3 REGDOWN,PRICE3 OFFLINE NONSPIN,QUANTITY MW3,BLOCK INDICATOR4,PRICE4 RRSPFR,PRICE4 RRSFFR,PRICE4 RRSUFR,PRICE4 ECRS,PRICE4 OFFEC,PRICE4 ONLINE NONSPIN,PRICE4 REGUP,PRICE4 REGDOWN,PRICE4 OFFLINE NONSPIN,QUANTITY MW4,BLOCK INDICATOR5,PRICE5 RRSPFR,PRICE5 RRSFFR,PRICE5 RRSUFR,PRICE5 ECRS,PRICE5 OFFEC,PRICE5 ONLINE NONSPIN,PRICE5 REGUP,PRICE5 REGDOWN,PRICE5 OFFLINE NONSPIN,QUANTITY MW5,NCLR Flag,load_date
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QTEN22,YSWOOS,PYOTE_LD4,N,V,,,,,,,,24.0,,1.0,V,,,,,,,,49.0,,1.0,V,,,,,,,,74.0,,1.0,V,,,,,,,,499.0,,1.0,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QPRIO1,,RCKYROAD_LD1,N,V,,,0.0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,RGR_LD1,N,V,,,0.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,RIG_LD1,N,V,,,0.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,RIG_LD2,N,V,,,0.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,RIG_LD3,N,V,,,0.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,RIG_LD4,N,V,,,0.0,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,RIG_LD5,N,V,,,0.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,RIG_LD6,N,V,,,0.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,OWLHL_LD1,N,V,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QGRIDB,,L_GRULLA_LD1,N,V,,,,0.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QPRIO1,,LUTHER_LD18,N,V,,,0.0,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QGUIDE,,LULING_LD8,N,V,,,0.0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QGUIDE,,INWRD_LD1,N,V,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENRWI,,IRLBJ_LD1,N,V,,,0.0,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENRWI,,IRLBJ_LD2,N,V,,,0.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENRWI,,IRLBJ_LD3,N,V,,,0.0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENRWI,,IRLBJ_LD4,N,V,,,0.0,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENRWI,,IVANS_LD1,N,V,,,0.0,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QSTEC4,,JARDIN_LD1,N,V,,,0.0,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QSTEC4,,JARDIN_LD2,N,V,,,0.0,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QPRIO1,,JDKNS_LD6,N,V,,,0.0,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QMP2EN,,JKWST_LD1,N,V,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QLCRA,YPEDER,JOHNCI_LD1,N,V,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENRWI,,KEYSTONE_LD1,N,V,,,0.0,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENRWI,,KMASB_LD2,N,V,,,0.0,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENROC,,KMBCL_LD1,N,V,,,0.0,,,,,,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENROC,,KNLTR_LD1,N,V,,,0.0,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENROC,,KNLTR_LD2,N,V,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENROC,,KNLTR_LD3,N,V,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QMP2EN,,KT_LD1,N,V,,,0.0,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QMP2EN,,KT_LD2,N,V,,,0.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QSUE48,YSUE48,LBRA_ESS_LD1,N,V,,,,,,,,1.98,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QPRIO1,,LIPTON_LD1,N,V,,,0.0,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QGUIDE,,LPLCO_LD1,N,V,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QGUIDE,,LULING_LD5,N,V,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QGUIDE,,LULING_LD6,N,V,,,0.0,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QGUIDE,,LULING_LD7,N,V,,,0.0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,RIG_LD8,N,V,,,0.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QECNR,YEONCR,INDL_LD1,N,V,,,,,,,,0.0,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENRWI,,ROANW_LD1,N,V,,,0.0,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QPRIO1,,ROUNDTOP_LD1,N,V,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,SWYTG_LD1,N,V,,,0.0,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QPRIO1,,TANK_LD1,N,V,,,0.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QGRIDB,,TAYLR_LD1,Y,V,,,,0.0,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,TERSO_LD3,N,V,,,0.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QPRIO1,,THORN_LD1,N,V,,,0.0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QPRIO1,,TINSLEY_LD1,N,V,,,0.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QMP2EN,,TMNTH_LD4,N,V,,,0.0,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QMP2EN,,TMNTH_LD5,N,V,,,0.0,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QMP2EN,,TM_LD1,N,V,,,0.0,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QMP2EN,,TM_LD2,N,V,,,0.0,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QTENSK,,TXI1_LD2,N,V,,,0.0,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENRWI,,SWPRT_LD3,N,V,,,0.0,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QTENSK,,TXI1_LD4,N,V,,,0.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QPRIO1,,WBROK_LD4,N,V,,,0.0,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QPRIO1,,WBROK_LD5,N,V,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENRWI,,WEBBS_LD1,N,V,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,WELCOM_LD1,N,V,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENDU2,,WILDCAT_LD4,N,V,,,0.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENDU2,,WILDCAT_LD5,N,V,,,,0.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QENRWI,,WOPOD_LD1,N,V,,,0.0,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,WRN_LD1,N,V,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,WRN_LD2,N,V,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,WRN_LD3,N,V,,,0.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,WRN_LD4,N,V,,,0.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
2025-01-30 00:00:00-06:00,2025-01-30 00:00:00-06:00,2025-01-30 01:00:00-06:00,QEDE20,,VESTS_LD1,N,V,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 15:56:52.496821
